Gene1	Gene2
GIM3	GIM4
GIM3	GIM5
GIM3	GIN4
GIM3	GLC7_damp
GIM3	GRE1
GIM3	GSG1
GIM3	HNT2
GIM3	HOM2
GIM3	HOM3
GIM3	HOM6
GIM3	HRK1
GIM3	ILM1
GIM3	ILV6
GIM3	IPT1
GIM3	IRA2
GIM3	JAC1_damp
GIM3	KAR9
GIM3	KEM1
GIM3	KIP3
GIM3	KTR7
GIM3	LCB5
GIM3	LEO1
GIM3	LEU9
GIM3	LGE1
GIM3	LSM1
GIM3	LSM3_damp
GIM3	MAL11
GIM3	MET32
GIM3	MGR2
GIM3	MGR3
GIM3	MMS4
GIM3	MTH1
GIM3	MUC1
GIM3	NMD2
GIM3	NOC3_damp
GIM3	NPT1
GIM3	NUP188
GIM3	NUP60
GIM3	OPI3
GIM3	ORM2
GIM3	PAT1
GIM3	PAU10
GIM3	PET20
GIM3	PEX31
GIM3	PFS1
GIM3	POL32
GIM3	PPH21
GIM3	PTA1_damp
GIM3	PTH1
GIM3	PUS5
GIM3	RAD18
GIM3	RFX1
GIM3	RGA2
GIM3	RHO4
GIM3	RMD1
GIM3	RPA14
GIM3	RTC3
GIM3	RTF1
GIM3	RTS2_damp
GIM3	RTS3
GIM3	SAE2
GIM3	SEC22
GIM3	SEC28
GIM3	SEM1
GIM3	SFT2
GIM3	SGF11
GIM3	SHR3_damp
GIM3	SLX4
GIM3	SNF1
GIM3	SNO1
GIM3	SNT1
GIM3	SPS2
GIM3	SRB2
GIM3	STP2
GIM3	SVL3
GIM3	SWI4
GIM3	SWM1
GIM3	THI73
GIM3	THR4
GIM3	TRM3
GIM3	TSC13_damp
GIM3	UBP3
GIM3	UME6
GIM3	UTR2
GIM3	UTR4
GIM3	YKE2
GIM3	YLL054C
GIM3	YOL092W
GIM3	YSR3
GIM3	abd1-5
GIM3	apc5-CA
GIM3	bms1-1
GIM3	cdc1-2
GIM3	cdc2-2
GIM3	cdc2-7
GIM3	cdc23-1
GIM3	cdc24-11
GIM3	cdc27-1
GIM3	cdc3-1
GIM3	cdc3-3
GIM3	cdc42-1
GIM3	cdc48-2
GIM3	cdc48-3
GIM3	cdc8-2
GIM3	ceg1-ts
GIM3	cet1-15
GIM3	cog2-1
GIM3	cog3-1
GIM3	cop1-1
GIM3	gwt1-20
GIM3	med8-51
GIM3	mtr4-1
GIM3	nug1-2
GIM3	nup57-E17
GIM3	pcf11-2
GIM3	pob3-L78R
GIM3	prt1-1
GIM3	ret2-1
GIM3	rna15-58
GIM3	rpn11-14
GIM3	rpn12-1
GIM3	rpo21-1
GIM3	rpo31-698
GIM3	rpt4-150
GIM3	rsc4-2
GIM3	sec17-1
GIM3	sec18-1
GIM3	sec22-3
GIM3	sec27-1
GIM3	sly1-ts
GIM3	tap42-11
GIM3	tys1-1
GIM3	uso1-1
GIM3	wbp1-1
GIM3	yhc1-3
GIM4	GIP3
GIM4	GIS4
GIM4	GLG1
GIM4	GLO4
GIM4	GMH1
GIM4	GPB1
GIM4	GPB2
GIM4	GSG1
GIM4	GTR1
GIM4	GUT2
GIM4	GYL1
GIM4	HEK2
GIM4	HFA1
GIM4	HHF1
GIM4	HHT2
GIM4	HIR3
GIM4	HMS2
GIM4	HNT2
GIM4	HSL1
GIM4	HSM3
GIM4	HST3
GIM4	HUL4
GIM4	HUL5
GIM4	IBI1
GIM4	ICE2
GIM4	ICS3
GIM4	ICT1
GIM4	IES4
GIM4	INH1
GIM4	INP51
GIM4	IPK1
GIM4	IRA2
GIM4	IRC11
GIM4	IRC15
GIM4	IRC25
GIM4	ISW1
GIM4	ITT1
GIM4	JJJ2
GIM4	JJJ3
GIM4	KAR4
GIM4	KEX1
GIM4	KKQ8
GIM4	KTR2
GIM4	LAC1
GIM4	LDB19
GIM4	LIA1
GIM4	LIP2
GIM4	LIP5
GIM4	LRC1
GIM4	LRC3
GIM4	LRG1
GIM4	LRP1
GIM4	LSC1
GIM4	LSM1
GIM4	LSM6
GIM4	LSM7
GIM4	LST4
GIM4	LTE1
GIM4	MAF1
GIM4	MAK32
GIM4	MAM3
GIM4	MCT1
GIM4	MDM35
GIM4	MEH1
GIM4	MEP2
GIM4	MGT1
GIM4	MLH3
GIM4	MMT1
GIM4	MON1
GIM4	MOT3
GIM4	MRL1
GIM4	MRP49
GIM4	MRPL39
GIM4	MSA2
GIM4	MSC6
GIM4	MSI1
GIM4	MSN5
GIM4	MTL1
GIM4	MTO1
GIM4	MUB1
GIM4	MUD2
GIM4	MUK1
GIM4	MUM2
GIM4	MUP1
GIM4	NAM7
GIM4	NDE2
GIM4	NEJ1
GIM4	NEM1
GIM4	NHP10
GIM4	NHP6A
GIM4	NKP2
GIM4	NMD2
GIM4	NMD4
GIM4	NPT1
GIM4	NRG1
GIM4	NTO1
GIM4	NUC1
GIM4	NUP100
GIM4	NUP133
GIM4	NUP188
GIM4	NUP60
GIM4	OAF1
GIM4	OCA6
GIM4	OPT2
GIM4	OSH6
GIM4	OST3
GIM4	OXR1
GIM4	PAT1
GIM4	PBA1
GIM4	PBP1
GIM4	PBP4
GIM4	PBY1
GIM4	PCP1
GIM4	PDR12
GIM4	PDR5
GIM4	PDX1
GIM4	PEP1
GIM4	PEP8
GIM4	PET10
GIM4	PEX12
GIM4	PEX18
GIM4	PEX2
GIM4	PEX22
GIM4	PEX3
GIM4	PEX32
GIM4	PEX4
GIM4	PGU1
GIM4	PHO13
GIM4	PIB1
GIM4	PIB2
GIM4	PIN2
GIM4	PLP1
GIM4	PMA2
GIM4	PMC1
GIM4	POC4
GIM4	POM152
GIM4	POM34
GIM4	PPH3
GIM4	PPZ1
GIM4	PRE9
GIM4	PRM4
GIM4	PRR1
GIM4	PSR1
GIM4	PTC4
GIM4	PTC5
GIM4	PTC6
GIM4	PTK1
GIM4	PUF2
GIM4	PUF3
GIM4	PUF4
GIM4	PUS5
GIM4	PUS6
GIM4	PUS7
GIM4	PUT1
GIM4	PXL1
GIM4	PYC2
GIM4	QDR1
GIM4	QRI7
GIM4	RAD27
GIM4	RAD5
GIM4	RAS1
GIM4	RAS2
GIM4	RAV2
GIM4	RAX1
GIM4	RBG1
GIM4	RER1
GIM4	RFM1
GIM4	RHO4
GIM4	RIM11
GIM4	RIM15
GIM4	RLM1
GIM4	RPA14
GIM4	RPA34
GIM4	RPE1
GIM4	RPL23A
GIM4	RPL24A
GIM4	RPL24B
GIM4	RPL29
GIM4	RPL2A
GIM4	RPL31B
GIM4	RPL36A
GIM4	RPL4A
GIM4	RPL8A
GIM4	RPL9A
GIM4	RPN10
GIM4	RPP2A
GIM4	RPS0A
GIM4	RPS0B
GIM4	RPS10B
GIM4	RPS14A
GIM4	RPS16A
GIM4	RPS21A
GIM4	RPS22B
GIM4	RPS25A
GIM4	RPS27A
GIM4	RPS27B
GIM4	RPS28A
GIM4	RPS28B
GIM4	RPS30A
GIM4	RPS30B
GIM4	RPS6A
GIM4	RPS9A
GIM4	RRI1
GIM4	RRP8
GIM4	RSF1
GIM4	RTF1
GIM4	RTG2
GIM4	RTN1
GIM4	RTT10
GIM4	RTT101
GIM4	RTT107
GIM4	RTT109
GIM4	RUD3
GIM4	RXT2
GIM4	RXT3
GIM4	SAC3
GIM4	SAC7
GIM4	SAF1
GIM4	SAM1
GIM4	SAM37
GIM4	SAN1
GIM4	SAP185
GIM4	SAP30
GIM4	SAW1
GIM4	SDS3
GIM4	SDT1
GIM4	SEM1
GIM4	SER1
GIM4	SGF11
GIM4	SGF29
GIM4	SGS1
GIM4	SGT2
GIM4	SHM1
GIM4	SIC1
GIM4	SIP18
GIM4	SKG3
GIM4	SKI2
GIM4	SKI3
GIM4	SKI7
GIM4	SKI8
GIM4	SLM3
GIM4	SLX4
GIM4	SLX9
GIM4	SMA2
GIM4	SNC2
GIM4	SNF4
GIM4	SNF6
GIM4	SNU66
GIM4	SNX4
GIM4	SNZ1
GIM4	SPE2
GIM4	SPT3
GIM4	SRC1
GIM4	SSA1
GIM4	SSB1
GIM4	SSH1
GIM4	STR2
GIM4	SWD3
GIM4	SWI5
GIM4	SWI6
GIM4	SWP82
GIM4	SYC1
GIM4	TAH1
GIM4	TAN1
GIM4	TDP1
GIM4	TEF2
GIM4	TGL4
GIM4	THI2
GIM4	THI22
GIM4	THR4
GIM4	TIM21
GIM4	TIP41
GIM4	TIR3
GIM4	TMA29
GIM4	TOM7
GIM4	TOP1
GIM4	TOS4
GIM4	TPC1
GIM4	TPO3
GIM4	TPP1
GIM4	TRE1
GIM4	TRM10
GIM4	TRM8
GIM4	TRP3
GIM4	TRX2
GIM4	TSA1
GIM4	TSR3
GIM4	TUL1
GIM4	TYW1
GIM4	TYW3
GIM4	UBP14
GIM4	UBP8
GIM4	UBR2
GIM4	UBX3
GIM4	UBX6
GIM4	UME1
GIM4	UPF3
GIM4	UPS2
GIM4	URA2
GIM4	URA4
GIM4	URA8
GIM4	USV1
GIM4	UTH1
GIM4	VHS2
GIM4	VID22
GIM4	VID24
GIM4	VPS21
GIM4	VPS5
GIM4	VPS62
GIM4	WTM2
GIM4	YAR043C
GIM4	YBL029W
GIM4	YBL055C
GIM4	YBL071C
GIM4	YBL081W
GIM4	YBL083C
GIM4	YBL095W
GIM4	YBL107C
GIM4	YBR099C
GIM4	YBR137W
GIM4	YBR174C
GIM4	YBR178W
GIM4	YCL006C
GIM4	YCL033C
GIM4	YCL046W
GIM4	YCL056C
GIM4	YCL074W
GIM4	YCR051W
GIM4	YDL094C
GIM4	YDR015C
GIM4	YDR199W
GIM4	YDR210W
GIM4	YDR239C
GIM4	YDR266C
GIM4	YDR278C
GIM4	YDR336W
GIM4	YDR340W
GIM4	YFR039C
GIM4	YGL117W
GIM4	YGR025W
GIM4	YGR122C-A
GIM4	YGR259C
GIM4	YHR079C-B
GIM4	YIL015C-A
GIM4	YIL024C
GIM4	YIR020W-B
GIM4	YJL022W
GIM4	YJL070C
GIM4	YJL120W
GIM4	YJL152W
GIM4	YJL206C
GIM4	YJL218W
GIM4	YJR015W
GIM4	YKE2
GIM4	YKL215C
GIM4	YKR005C
GIM4	YKR023W
GIM4	YKR041W
GIM4	YLR050C
GIM4	YLR053C
GIM4	YLR065C
GIM4	YLR072W
GIM4	YLR073C
GIM4	YLR126C
GIM4	YLR184W
GIM4	YLR217W
GIM4	YLR271W
GIM4	YLR366W
GIM4	YLR414C
GIM4	YLR416C
GIM4	YLR434C
GIM4	YLR444C
GIM4	YLR455W
GIM4	YMC2
GIM4	YML033W
GIM4	YML035C-A
GIM4	YML037C
GIM4	YML058C-A
GIM4	YML096W
GIM4	YML102C-A
GIM4	YMR007W
GIM4	YMR086C-A
GIM4	YMR099C
GIM4	YMR1
GIM4	YMR114C
GIM4	YMR153C-A
GIM4	YMR160W
GIM4	YMR252C
GIM4	YMR258C
GIM4	YNL028W
GIM4	YNL045W
GIM4	YNR004W
GIM4	YOL035C
GIM4	YOL050C
GIM4	YOL075C
GIM4	YOR015W
GIM4	YOR021C
GIM4	YOR055W
GIM4	YOR088W
GIM4	YOR1
GIM4	YOR214C
GIM4	YOR240W
GIM4	YOR248W
GIM4	YOR277C
GIM4	YOR309C
GIM4	YOR314W
GIM4	YOR318C
GIM4	YOR356W
GIM4	YOX1
GIM4	YPL025C
GIM4	YPL056C
GIM4	YPL107W
GIM4	YPL182C
GIM4	YPL205C
GIM4	YPL225W
GIM4	YPR045C
GIM4	YPR084W
GIM4	YPR096C
GIM4	YPR117W
GIM4	YPR150W
GIM4	YPR195C
GIM4	YPT52
GIM4	YPT7
GIM4	YSA1
GIM4	YSR3
GIM4	YUH1
GIM4_damp	GSG1
GIM4_damp	GTR1
GIM4_damp	GYL1
GIM4_damp	HEK2
GIM4_damp	HHF1
GIM4_damp	HHT1
GIM4_damp	HNT2
GIM4_damp	HSL1
GIM4_damp	ICY1
GIM4_damp	IMP2
GIM4_damp	IRC15
GIM4_damp	ITT1
GIM4_damp	JHD2
GIM4_damp	JJJ2
GIM4_damp	KAP122
GIM4_damp	KKQ8
GIM4_damp	KNS1
GIM4_damp	LDB19
GIM4_damp	LHS1
GIM4_damp	LIA1
GIM4_damp	LRC1
GIM4_damp	LRC3
GIM4_damp	LRG1
GIM4_damp	LSM1
GIM4_damp	LSM6
GIM4_damp	LSM7
GIM4_damp	MDM35
GIM4_damp	MEH1
GIM4_damp	MEP2
GIM4_damp	MLH3
GIM4_damp	MMS22
GIM4_damp	MNN4
GIM4_damp	MON1
GIM4_damp	MRC1
GIM4_damp	MRE11
GIM4_damp	MRPL1
GIM4_damp	MSC2
GIM4_damp	MSN5
GIM4_damp	MUB1
GIM4_damp	MUD2
GIM4_damp	NAM7
GIM4_damp	NEJ1
GIM4_damp	NHP10
GIM4_damp	NHP6A
GIM4_damp	NKP2
GIM4_damp	NMD2
GIM4_damp	NUP133
GIM4_damp	NUP188
GIM4_damp	NUP53
GIM4_damp	NUR1
GIM4_damp	OAF1
GIM4_damp	OAF3
GIM4_damp	OPI1
GIM4_damp	OPT1
GIM4_damp	PAM17
GIM4_damp	PAT1
GIM4_damp	PBA1
GIM4_damp	PBP1
GIM4_damp	PCL9
GIM4_damp	PCP1
GIM4_damp	PDR12
GIM4_damp	PEF1
GIM4_damp	PEP1
GIM4_damp	PET10
GIM4_damp	PEX19
GIM4_damp	PEX4
GIM4_damp	PGU1
GIM4_damp	PIB1
GIM4_damp	PIN2
GIM4_damp	PLP1
GIM4_damp	PMC1
GIM4_damp	POC4
GIM4_damp	PPG1
GIM4_damp	PPH3
GIM4_damp	PPQ1
GIM4_damp	PRE9
GIM4_damp	PRM2
GIM4_damp	PRM4
GIM4_damp	PUF4
GIM4_damp	PUS5
GIM4_damp	PYC1
GIM4_damp	QCR6
GIM4_damp	QRI7
GIM4_damp	RAD52
GIM4_damp	RAD57
GIM4_damp	RAD61
GIM4_damp	RHO4
GIM4_damp	RIM15
GIM4_damp	RLM1
GIM4_damp	RPA14
GIM4_damp	RPA34
GIM4_damp	RPL16A
GIM4_damp	RPL23A
GIM4_damp	RPL26B
GIM4_damp	RPL31B
GIM4_damp	RPL9B
GIM4_damp	RPS16A
GIM4_damp	RPS16B
GIM4_damp	RPS1A
GIM4_damp	RPS21A
GIM4_damp	RPS21B
GIM4_damp	RPS28A
GIM4_damp	RPS28B
GIM4_damp	RPS6A
GIM4_damp	RPS7B
GIM4_damp	RTC3
GIM4_damp	RTF1
GIM4_damp	SAC3
GIM4_damp	SAC7
GIM4_damp	SAM37
GIM4_damp	SAP185
GIM4_damp	SCT1
GIM4_damp	SDS3
GIM4_damp	SGF11
GIM4_damp	SGF29
GIM4_damp	SHM1
GIM4_damp	SKI3
GIM4_damp	SLX4
GIM4_damp	SLX5
GIM4_damp	SLX9
GIM4_damp	SNU66
GIM4_damp	SNZ1
GIM4_damp	SPT3
GIM4_damp	SRB2
GIM4_damp	SRC1
GIM4_damp	SSA1
GIM4_damp	SST2
GIM4_damp	SWI6
GIM4_damp	SWM1
GIM4_damp	SYC1
GIM4_damp	SYS1
GIM4_damp	TAX4
GIM4_damp	TEF2
GIM4_damp	THR4
GIM4_damp	TMA46
GIM4_damp	TOP1
GIM4_damp	TSA1
GIM4_damp	UBR2
GIM4_damp	UBX4
GIM4_damp	URA1
GIM4_damp	UTH1
GIM4_damp	VAM3
GIM4_damp	VAM6
GIM4_damp	VID24
GIM4_damp	VMA21
GIM4_damp	VPS24
GIM4_damp	VPS38
GIM4_damp	VPS41
GIM4_damp	VPS8
GIM4_damp	XRS2
GIM4_damp	YBL029W
GIM4_damp	YBL055C
GIM4_damp	YBR063C
GIM4_damp	YBR134W
GIM4_damp	YCL046W
GIM4_damp	YCL056C
GIM4_damp	YCL076W
GIM4_damp	YCR090C
GIM4_damp	YCR102W-A
GIM4_damp	YDL199C
GIM4_damp	YDR186C
GIM4_damp	YDR210W
GIM4_damp	YGR067C
GIM4_damp	YJL070C
GIM4_damp	YJR011C
GIM4_damp	YKL023W
GIM4_damp	YKL131W
GIM4_damp	YKR041W
GIM4_damp	YKR045C
GIM4_damp	YKR106W
GIM4_damp	YLL058W
GIM4_damp	YLR057W
GIM4_damp	YLR217W
GIM4_damp	YLR334C
GIM4_damp	YLR414C
GIM4_damp	YLR415C
GIM4_damp	YLR416C
GIM4_damp	YLR434C
GIM4_damp	YML037C
GIM4_damp	YML053C
GIM4_damp	YMR1
GIM4_damp	YMR160W
GIM4_damp	YNL109W
GIM4_damp	YOR304C-A
GIM4_damp	YPR084W
GIM4_damp	YPR150W
GIM4_damp	YPT52
GIM4_damp	YPT6
GIM5	GIS1
GIM5	GLG1
GIM5	GPB2
GIM5	GPH1
GIM5	GRX7
GIM5	GSG1
GIM5	GTO1
GIM5	GUT1
GIM5	GUT2
GIM5	HEK2
GIM5	HHF1
GIM5	HHT1
GIM5	HHT2
GIM5	HMO1
GIM5	HOS4
GIM5	HSL1
GIM5	HSM3
GIM5	HSP82
GIM5	HST3
GIM5	HTA1
GIM5	HUL5
GIM5	HXT4
GIM5	HXT8
GIM5	IES4
GIM5	IRC13
GIM5	IRC23
GIM5	IRC25
GIM5	IRC4
GIM5	IRS4
GIM5	IZH2
GIM5	JJJ2
GIM5	JSN1
GIM5	KIN4
GIM5	KKQ8
GIM5	LDB19
GIM5	LEO1
GIM5	LGE1
GIM5	LIA1
GIM5	LOS1
GIM5	LRO1
GIM5	LRP1
GIM5	LSM1
GIM5	LSM6
GIM5	LSM7
GIM5	LUG1
GIM5	MAL11
GIM5	MBB1
GIM5	MBR1
GIM5	MDL1
GIM5	MDM12
GIM5	MDM35
GIM5	MEP1
GIM5	MEP2
GIM5	MET12
GIM5	MET13
GIM5	MET28
GIM5	MGT1
GIM5	MHT1
GIM5	MMS22
GIM5	MON1
GIM5	MPP6
GIM5	MRC1
GIM5	MRL1
GIM5	MSA1
GIM5	MSC6
GIM5	MSH5
GIM5	MSI1
GIM5	MSN5
GIM5	MUM2
GIM5	NAS2
GIM5	NDE2
GIM5	NEJ1
GIM5	NEM1
GIM5	NFU1
GIM5	NGL2
GIM5	NHP10
GIM5	NHP6A
GIM5	NMD2
GIM5	NOP12
GIM5	NRG2
GIM5	NRK1
GIM5	NTO1
GIM5	NUP100
GIM5	OPI8
GIM5	OPT2
GIM5	PAA1
GIM5	PAD1
GIM5	PAT1
GIM5	PBP1
GIM5	PBS2
GIM5	PCL2
GIM5	PCS60
GIM5	PDA1
GIM5	PDX1
GIM5	PEP1
GIM5	PET10
GIM5	PEX27
GIM5	PEX8
GIM5	PFS1
GIM5	PHO2
GIM5	PHO91
GIM5	PIB1
GIM5	PIB2
GIM5	PIG1
GIM5	PIH1
GIM5	PIN2
GIM5	PKH3
GIM5	PLB3
GIM5	PMA2
GIM5	PMT3
GIM5	PNG1
GIM5	POC4
GIM5	POL32
GIM5	POM34
GIM5	PPG1
GIM5	PPM2
GIM5	PRC1
GIM5	PRE9
GIM5	PRM4
GIM5	PRY2
GIM5	PSP1
GIM5	PSP2
GIM5	PSY4
GIM5	PTC5
GIM5	PTC6
GIM5	PTC7
GIM5	PTP3
GIM5	PUF3
GIM5	PUF4
GIM5	PUF6
GIM5	PUS5
GIM5	PUS6
GIM5	PUS7
GIM5	PUT1
GIM5	PYC1
GIM5	PYK2
GIM5	QDR1
GIM5	QRI7
GIM5	RAD1
GIM5	RAD27
GIM5	RAD4
GIM5	RAD51
GIM5	RAD7
GIM5	RAV2
GIM5	RBG1
GIM5	REE1
GIM5	REI1
GIM5	RER1
GIM5	RFM1
GIM5	RFX1
GIM5	RHO4
GIM5	RLF2
GIM5	RLM1
GIM5	RMD11
GIM5	RNH201
GIM5	ROG1
GIM5	RPA14
GIM5	RPA34
GIM5	RPE1
GIM5	RPL24A
GIM5	RPL29
GIM5	RPN10
GIM5	RPN14
GIM5	RPS0B
GIM5	RPS11B
GIM5	RPS16B
GIM5	RPS22B
GIM5	RPS25A
GIM5	RPS28A
GIM5	RPS28B
GIM5	RPS30B
GIM5	RPS9A
GIM5	RRI1
GIM5	RRP8
GIM5	RTF1
GIM5	RTN2
GIM5	RTR1
GIM5	RTT10
GIM5	RTT102
GIM5	RTT103
GIM5	RTT107
GIM5	RXT3
GIM5	SAC3
GIM5	SAC7
GIM5	SAK1
GIM5	SAM4
GIM5	SAN1
GIM5	SAP185
GIM5	SAP4
GIM5	SAS3
GIM5	SAY1
GIM5	SCS3
GIM5	SCS7
GIM5	SCW10
GIM5	SDC1
GIM5	SDS3
GIM5	SEM1
GIM5	SEO1
GIM5	SER1
GIM5	SET4
GIM5	SGF73
GIM5	SHM1
GIM5	SIC1
GIM5	SIF2
GIM5	SIM1
GIM5	SKI3
GIM5	SKI7
GIM5	SKI8
GIM5	SLX4
GIM5	SLX5
GIM5	SLX8
GIM5	SLX9
GIM5	SNF4
GIM5	SOL2
GIM5	SPO13
GIM5	SPO71
GIM5	SPO74
GIM5	SPS22
GIM5	SPT3
GIM5	SRL1
GIM5	SSA1
GIM5	SSK2
GIM5	STP4
GIM5	SUC2
GIM5	SUE1
GIM5	SUL2
GIM5	SUR2
GIM5	SVL3
GIM5	SWE1
GIM5	SWF1
GIM5	SWI4
GIM5	SWI6
GIM5	SWM1
GIM5	SWS2
GIM5	SXM1
GIM5	SYN8
GIM5	SYS1
GIM5	TAH1
GIM5	TAX4
GIM5	TCM62
GIM5	TEF2
GIM5	THI22
GIM5	THR4
GIM5	TIM21
GIM5	TIP41
GIM5	TMA23
GIM5	TMA64
GIM5	TMS1
GIM5	TOD6
GIM5	TOP1
GIM5	TOS4
GIM5	TOS8
GIM5	TPS1
GIM5	TPS2
GIM5	TRP3
GIM5	TUL1
GIM5	UBC13
GIM5	UBP1
GIM5	UBR2
GIM5	ULA1
GIM5	ULI1
GIM5	UME1
GIM5	UPF3
GIM5	URA10
GIM5	URC2
GIM5	VAM3
GIM5	VAM6
GIM5	VBA3
GIM5	VCX1
GIM5	VPS21
GIM5	VPS55
GIM5	VPS74
GIM5	VTC2
GIM5	WHI2
GIM5	WTM1
GIM5	XRS2
GIM5	YAL004W
GIM5	YAL064C-A
GIM5	YAL065C
GIM5	YAP7
GIM5	YAR047C
GIM5	YBL028C
GIM5	YBL029W
GIM5	YBL036C
GIM5	YBL055C
GIM5	YBL081W
GIM5	YBL083C
GIM5	YBL095W
GIM5	YBL100C
GIM5	YBR134W
GIM5	YBR174C
GIM5	YBR271W
GIM5	YCL033C
GIM5	YCL056C
GIM5	YCL060C
GIM5	YCL074W
GIM5	YCR090C
GIM5	YDL023C
GIM5	YDL186W
GIM5	YDL199C
GIM5	YDL218W
GIM5	YDR134C
GIM5	YDR199W
GIM5	YDR278C
GIM5	YDR340W
GIM5	YDR431W
GIM5	YDR537C
GIM5	YER091C-A
GIM5	YER186C
GIM5	YER188W
GIM5	YFR012W
GIM5	YFT2
GIM5	YGK3
GIM5	YGL132W
GIM5	YGR017W
GIM5	YGR025W
GIM5	YGR051C
GIM5	YGR151C
GIM5	YGR164W
GIM5	YGR182C
GIM5	YGR205W
GIM5	YGR210C
GIM5	YGR237C
GIM5	YGR259C
GIM5	YGR283C
GIM5	YGR290W
GIM5	YHI9
GIM5	YHR009C
GIM5	YHR022C
GIM5	YIL015C-A
GIM5	YIL055C
GIM5	YIL096C
GIM5	YIL108W
GIM5	YIP4
GIM5	YIR020W-B
GIM5	YJL070C
GIM5	YJL120W
GIM5	YJL144W
GIM5	YJR003C
GIM5	YJR008W
GIM5	YJR015W
GIM5	YKE2
GIM5	YKL050C
GIM5	YKL077W
GIM5	YKL136W
GIM5	YKL200C
GIM5	YKR047W
GIM5	YKR051W
GIM5	YLL058W
GIM5	YLR050C
GIM5	YLR057W
GIM5	YLR065C
GIM5	YLR112W
GIM5	YLR126C
GIM5	YLR402W
GIM5	YLR414C
GIM5	YME1
GIM5	YMR194C-A
GIM5	YMR245W
GIM5	YMR252C
GIM5	YMR258C
GIM5	YMR31
GIM5	YMR315W
GIM5	YMR316C-A
GIM5	YNG1
GIM5	YNL011C
GIM5	YNL022C
GIM5	YNL109W
GIM5	YNR021W
GIM5	YNR029C
GIM5	YOL014W
GIM5	YOL024W
GIM5	YOL035C
GIM5	YOL150C
GIM5	YOR021C
GIM5	YOR052C
GIM5	YOR055W
GIM5	YOR131C
GIM5	YOR139C
GIM5	YOR186W
GIM5	YOR277C
GIM5	YOR356W
GIM5	YPL107W
GIM5	YPL136W
GIM5	YPL182C
GIM5	YPL191C
GIM5	YPL205C
GIM5	YPL272C
GIM5	YPR012W
GIM5	YPR053C
GIM5	YPR084W
GIM5	YPR150W
GIM5	YPR195C
GIM5	YPR196W
GIM5	YPS1
GIM5	YPT6
GIM5	YSA1
GIM5	YUH1
GIM5	YVC1
GIN4	GPH1
GIN4	GTR1
GIN4	HAP5
GIN4	HCS1
GIN4	HMI1
GIN4	HOC1
GIN4	HOT13
GIN4	HRD3
GIN4	ILV6
GIN4	INO4
GIN4	KAR3
GIN4	KHA1
GIN4	KIP1
GIN4	LDB18
GIN4	LRP1
GIN4	LSM7
GIN4	MAL32
GIN4	MCM22
GIN4	MDR1
GIN4	MEH1
GIN4	MMS4
GIN4	MRP13
GIN4	MRPL44
GIN4	MSC7
GIN4	MSI1
GIN4	MTC4
GIN4	NAM7
GIN4	NMA1
GIN4	NSG2
GIN4	OST3
GIN4	PAT1
GIN4	PCP1
GIN4	PET10
GIN4	PET18
GIN4	PRM7
GIN4	PSK1
GIN4	PTC5
GIN4	QRI7
GIN4	RAD59
GIN4	RCE1
GIN4	RCK2
GIN4	RCN2
GIN4	REI1
GIN4	RHO4
GIN4	RIC1
GIN4	RIF1
GIN4	RIM1
GIN4	ROG3
GIN4	RPL19B
GIN4	RPL26A
GIN4	RPL38
GIN4	RPL9A
GIN4	RPN4
GIN4	RPP1B
GIN4	RPS1B
GIN4	RPS21A
GIN4	RSA3
GIN4	RSC2
GIN4	RTC2
GIN4	RTG1
GIN4	RUD3
GIN4	SFT2
GIN4	SGA1
GIN4	SGN1
GIN4	SHE1
GIN4	SKI8
GIN4	SNU66
GIN4	SRB2
GIN4	SRL3
GIN4	SRO7
GIN4	SSH4
GIN4	STB5
GIN4	STE50
GIN4	SUM1
GIN4	THI7
GIN4	TIP1
GIN4	TOM7
GIN4	TPS1
GIN4	UFD2
GIN4	VAC14
GIN4	VAM10
GIN4	VMA21
GIN4	VPS21
GIN4	VPS24
GIN4	VPS29
GIN4	VPS38
GIN4	VPS70
GIN4	VPS8
GIN4	WHI2
GIN4	YBR027C
GIN4	YBR075W
GIN4	YBR138C
GIN4	YBR178W
GIN4	YBR226C
GIN4	YBT1
GIN4	YCL060C
GIN4	YCR007C
GIN4	YCR051W
GIN4	YDL109C
GIN4	YDR026C
GIN4	YDR336W
GIN4	YGL082W
GIN4	YGL176C
GIN4	YIR007W
GIN4	YIR035C
GIN4	YKL077W
GIN4	YKL136W
GIN4	YKR051W
GIN4	YLH47
GIN4	YLR108C
GIN4	YLR152C
GIN4	YLR217W
GIN4	YLR253W
GIN4	YLR283W
GIN4	YLR297W
GIN4	YLR311C
GIN4	YLR456W
GIN4	YLR460C
GIN4	YME1
GIN4	YMR087W
GIN4	YNL092W
GIN4	YOR029W
GIN4	YOR053W
GIN4	YPL205C
GIN4	YPL261C
GIN4	YPR174C
GIN4	YPS1
GIN4	YRR1
GIN4	YVC1
GIN4	ZTA1
GIP1	GPM3
GIP1	GTT2
GIP1	HAP2
GIP1	HOM2
GIP1	HTD2
GIP1	INO4
GIP1	KAR9
GIP1	KEM1
GIP1	KEX1
GIP1	KGD2
GIP1	KIN4
GIP1	LAT1
GIP1	LEO1
GIP1	MDL1
GIP1	MDM38
GIP1	MSN5
GIP1	NOP6
GIP1	NUP133
GIP1	OAZ1
GIP1	OPI11
GIP1	ORM2
GIP1	OSW2
GIP1	PAP2
